    1.154562e+00,    8.400613e-01,    7.977000e-01
    1.862061e+00,    5.081910e-01,    7.823000e-01
    2.985598e+00,    4.127344e-01,    4.238000e-01
    2.654703e+00,    3.728881e-01,    6.014000e-01
    2.067068e+00,    8.932421e-01,    1.671000e-01
    1.709211e+00,    6.979928e-01,    6.323000e-01
    2.959307e+00,    3.509095e-01,    5.060000e-01
    1.199182e+00,    9.025877e-01,    4.739000e-01
    2.675768e+00,    3.409714e-01,    6.296000e-01
    1.191209e+00,    6.555072e-01,    1.000000e+00
    1.552397e+00,    8.018927e-01,    5.405000e-01
    2.926994e+00,    5.495296e-01,    2.977000e-01
    2.174334e+00,    8.072206e-01,    2.728000e-01
    2.496567e+00,    6.478950e-01,    3.354000e-01
    1.838351e+00,    4.336761e-01,    9.725000e-01
    2.987851e+00,    7.020636e-01,    2.069000e-01
    1.329041e+00,    7.007474e-01,    9.804000e-01
    1.628745e+00,    7.586452e-01,    5.839000e-01
    1.982770e+00,    8.236645e-01,    2.898000e-01
    2.098095e+00,    4.356158e-01,    7.969000e-01
    1.893249e+00,    8.654576e-01,    2.610000e-01
    1.954837e+00,    4.922813e-01,    7.404000e-01
    1.958913e+00,    3.363833e-01,    9.783000e-01
    2.241041e+00,    6.931698e-01,    3.722000e-01
    2.429376e+00,    6.905898e-01,    3.200000e-01
    1.742737e+00,    4.592678e-01,    9.943000e-01
    2.222911e+00,    5.001519e-01,    5.435000e-01
    1.297512e+00,    7.225102e-01,    9.722000e-01
    1.723878e+00,    3.502738e-01,    1.000000e+00
    1.752531e+00,    8.247944e-01,    3.769000e-01
    1.271092e+00,    7.844496e-01,    8.615000e-01
    2.184335e+00,    7.598272e-01,    3.242000e-01
    2.464410e+00,    6.963799e-01,    2.973000e-01
    1.886311e+00,    5.704396e-01,    6.973000e-01
    2.690990e+00,    9.083008e-01,    8.590000e-02
    1.475114e+00,    6.919556e-01,    8.676000e-01
    1.220315e+00,    9.009789e-01,    4.530000e-01
    1.462784e+00,    4.396194e-01,    1.000000e+00
    2.659096e+00,    7.833807e-01,    2.020000e-01
    1.332634e+00,    4.348312e-01,    1.000000e+00
    2.277673e+00,    6.429916e-01,    4.025000e-01
    1.509365e+00,    3.495560e-01,    1.000000e+00
